ra,dec
57.9824782,53.8566172
272.8552844,29.9028479
276.0800373,29.9130089
270.9076755,32.8207757
6.6232587,44.8902661
88.8484305,17.7665888
274.9804392,50.0227432
279.4623777,5.3792669
112.4469838,54.1337081
33.9819935,11.9759933
16.5643002,23.2924322
326.0787391,15.4009298
19.6074840,4.8920702
248.0164666,41.2041730
102.5537728,44.1032507
350.1108488,71.4164038
88.5357895,22.4679389
113.7158213,36.4640723
260.5569140,12.2028310
278.9998832,34.3439561
291.6982794,5.3138620
132.4635729,65.4968393
277.5469726,6.8291386
263.5441489,20.9636872
342.0288946,5.8401930
259.4463383,42.2357124
151.0066243,70.6970353
42.9208691,56.0335366
270.9325217,40.8178125
95.4129739,17.5817843
140.6521044,67.6475041
82.6227589,3.7812146
275.3830585,30.2711684
103.2434455,39.0331787
279.5248934,8.0705532
344.7590387,70.8179196
84.8615634,17.8506223
344.4093490,39.0454022
326.9854090,44.1398676
338.0094677,68.7871665
276.3742737,30.3997842
25.0646869,-16.2072779
59.3137721,31.7774890
349.1938096,27.0052354
357.9503999,68.2239293
341.2083996,7.3046264
60.5171346,57.3100571
290.2217651,7.7805664
352.2838135,65.7376913
309.5955405,16.8060927
257.2931895,54.4958702
264.8876924,27.4473018
116.0173301,46.2893633
259.3263182,37.1889430
49.9145370,23.9169322
8.4872745,31.2495600
279.0846263,5.5610030
356.3157552,34.6547563
74.4244033,30.6375267
99.3546791,58.9144284
271.7216894,46.0895649
273.5778279,32.3548446
346.3490306,30.1280238
72.4955439,0.3428680
345.1046670,9.1682576
278.2820707,34.3379471
84.8480701,15.6439576
60.6687430,53.7304794
76.1247317,7.9413842
349.1060716,2.8716292
342.1660508,70.8297184
22.5118485,-18.2684943
42.7964136,40.0399553
280.2039891,6.8432717
280.6672603,6.3569351
339.0455462,9.2883291
211.6122506,2.2164137
271.6061131,32.6122139
157.6706310,52.7562510
258.7084809,23.4312928
291.5640252,7.2827192
358.3173929,21.9382502
240.0094054,42.7404683
286.4190610,2.9330652
12.7044054,9.3831175
327.1640906,24.8624178
53.2096541,-4.9525825
331.2187464,13.4220002
317.7380278,3.7578827
335.5817485,69.8251712
300.0887723,17.7026361
143.0583031,56.0040293
111.3671256,51.3003786
55.6386680,56.5948797
264.7593972,15.4301584
76.7603056,5.3752695
150.7482685,45.4708706
318.2052491,-6.8430796
260.9267812,22.7642142
279.1865127,6.9689025
